4	10	0.742331542469	0.966226488611	0.835888096873	0.100825	-0.1	0	100	10
4	10	0.758454012944	0.889581306332	0.837351384027	0.100825	-0.1	0	100	10
4	9	0.649622474064	0.97957915083	0.857835701008	0.100825	-0.1	0	100	10
5	9	0.74375841452	0.934794768297	0.820427985483	0.10408	-0.0894736842105	0	100	10
5	10	0.720998652288	0.956879185767	0.835885957795	0.10408	-0.0894736842105	0	100	10
5	5	0.872125477318	0.974113924754	0.924661757205	0.10408	-0.0894736842105	0	100	10
6	6	0.792548474839	0.969621163486	0.872225120312	0.10224	-0.0789473684211	0	100	10
6	10	0.70194753408	0.934377907097	0.843547186202	0.10224	-0.0789473684211	0	100	10
6	10	0.768728431019	0.936031631428	0.844663385516	0.10224	-0.0789473684211	0	100	10
7	8	0.737297167413	0.989207979716	0.833746797907	0.110975	-0.0684210526316	0	100	10
7	9	0.760857345125	0.919442932573	0.833805191075	0.110975	-0.0684210526316	0	100	10
7	10	0.713415356559	0.997969537078	0.825978552267	0.110975	-0.0684210526316	0	100	10
8	10	0.654435862709	0.967252209927	0.817591617092	0.1026	-0.0578947368421	0	100	10
8	10	0.677130477385	0.936389633158	0.834417367886	0.1026	-0.0578947368421	0	100	10
8	10	0.675787296546	0.946937442183	0.826364029704	0.1026	-0.0578947368421	0	100	10
9	7	0.753983926494	0.924515877688	0.850674284995	0.1083	-0.0473684210526	0	100	10
9	9	0.773427837197	0.86291592654	0.817496268584	0.1083	-0.0473684210526	0	100	10
1	8	0.714503623411	0.967944436598	0.864916882815	0.10715	-0.2	-0.2	100	10
3	8	0.7137547826	0.976299356198	0.864142693409	0.10715	-0.179487179487	-0.179487179487	100	10
2	8	0.712853978435	0.961286332743	0.859103078882	0.10715	-0.189743589744	-0.189743589744	100	10
4	9	0.75789641942	0.904349868562	0.82863745208	0.10667	-0.169230769231	-0.169230769231	100	10
5	9	0.758609530372	0.914833741463	0.8300015583	0.10667	-0.158974358974	-0.158974358974	100	10
6	9	0.756022996185	0.917925461121	0.825902706612	0.10667	-0.148717948718	-0.148717948718	100	10
7	9	0.72826234997	0.941347687552	0.842992960565	0.100135	-0.138461538462	-0.138461538462	100	10
8	9	0.723621030434	0.939450524196	0.839353138943	0.100135	-0.128205128205	-0.128205128205	100	10
9	9	0.721420077086	0.940050973997	0.839375513304	0.100135	-0.117948717949	-0.117948717949	100	10
10	9	0.729473946384	0.979572443745	0.83783447175	0.108225	-0.107692307692	-0.107692307692	100	10
11	9	0.729937156114	0.978863966558	0.837256903763	0.108225	-0.0974358974359	-0.0974358974359	100	10
12	9	0.729178993989	0.984697499998	0.837073693817	0.108225	-0.0871794871795	-0.0871794871795	100	10
13	10	0.76911446659	0.942893363504	0.867183415608	0.0979	-0.0769230769231	-0.0769230769231	100	10
14	10	0.767161057918	0.939925125631	0.8656238511	0.0979	-0.0666666666667	-0.0666666666667	100	10
15	10	0.766773301641	0.935440823218	0.864847989742	0.0979	-0.0564102564103	-0.0564102564103	100	10
16	9	0.672520493297	0.986629926198	0.865238728515	0.11213	-0.0461538461538	-0.0461538461538	100	10
17	9	0.673143807416	0.989620974039	0.866755339543	0.11213	-0.0358974358974	-0.0358974358974	100	10
